lng,lat,Title,VI,date
119.39596463500958,24.540263780423697,57,323.9,2022-06-05 03:00:00
119.37893422553246,24.53548943245317,58,322.0,2022-06-05 02:00:00
119.37398097775956,24.534780504050957,59,322.7,2022-06-05 01:00:00
119.38213907324004,24.54617683518084,60,324.5,2022-06-05 00:00:00
119.40355976100724,24.574826726152377,61,354.4,2022-06-04 23:00:00
119.43220044673456,24.624158428929974,62,672.1,2022-06-04 22:00:00
119.45893809391374,24.697909617765077,63,973.2,2022-06-04 21:00:00
119.47782795242324,24.789502628808467,64,1231.3,2022-06-04 20:00:00
119.48397393063956,24.84612365365224,65,1404.1,2022-06-04 19:00:00
119.48520039178844,24.902403278997063,66,1446.2,2022-06-04 18:00:00
119.51023273785565,25.00664964868051,67,1372.3,2022-06-04 17:00:00
119.5470188078752,25.152862581844406,68,1045.5,2022-06-04 16:00:00
119.59655035217511,25.296261956514037,69,690.2,2022-06-04 15:00:00
119.66294377373772,25.41693515581062,70,240.1,2022-06-04 14:00:00
119.75360805221013,25.4941629157449,71,364.7,2022-06-04 13:00:00
119.72101166201466,25.51663829769645,72,633.2,2022-06-04 12:00:00
119.68595199971108,25.52612475289223,73,1008.5,2022-06-04 11:00:00
119.6427498895298,25.522314147255,74,1045.2,2022-06-04 10:00:00
119.58794188117638,25.504213584052025,75,1008.1,2022-06-04 09:00:00
119.52409888263936,25.476780439871387,76,1072.3,2022-06-04 08:00:00
119.45380713199916,25.443907926935484,77,1580.3,2022-06-04 07:00:00
119.38397840475656,25.40838369462983,78,1114.6,2022-06-04 06:00:00
119.32138286599466,25.373466052461517,79,859.8,2022-06-04 05:00:00
119.26734699991474,25.34103466490007,80,769.6,2022-06-04 04:00:00
119.22415515057546,25.31196643080337,81,361.5,2022-06-04 03:00:00
119.18334216712144,25.276233762741477,82,238.2,2022-06-04 02:00:00
119.1393538702534,25.22660208856992,83,164.3,2022-06-04 01:00:00
119.08976595514277,25.17579138763274,84,325.0,2022-06-04 00:00:00
119.03263892905252,25.12979710746525,85,400.1,2022-06-03 23:00:00
118.98859885770912,25.087860425160343,86,574.5,2022-06-03 22:00:00
118.9704667183181,25.07027120285945,87,752.2,2022-06-03 21:00:00
118.9560873001598,25.060947582042004,88,948.4,2022-06-03 20:00:00
118.9518415719148,25.06259046595679,89,1187.8,2022-06-03 19:00:00
118.95999828353185,25.081618330655868,90,1403.6,2022-06-03 18:00:00
118.99420672011712,25.11360134484248,91,1634.5,2022-06-03 17:00:00
119.08699782349127,25.19647108970913,92,1017.7,2022-06-03 16:00:00
119.19511930458472,25.300902483457,93,645.2,2022-06-03 15:00:00
119.32859043115737,25.382764221747323,94,161.1,2022-06-03 14:00:00
119.42439999716058,25.425150199816684,95,303.5,2022-06-03 13:00:00
119.4252047809645,25.433942544231996,96,526.9,2022-06-03 12:00:00
119.40794877306188,25.441911814980195,97,794.5,2022-06-03 11:00:00
119.3733832840458,25.441824854860226,98,981.0,2022-06-03 10:00:00
119.32521308138745,25.430012262272037,99,795.4,2022-06-03 09:00:00
119.26531990401506,25.407277996693384,100,979.2,2022-06-03 08:00:00
119.1985853292718,25.377404345672076,101,749.1,2022-06-03 07:00:00
119.13256101952176,25.34557595024523,102,538.9,2022-06-03 06:00:00
119.07266613463236,25.312122054445197,103,320.9,2022-06-03 05:00:00
119.0224316283862,25.28349439264188,104,149.4,2022-06-03 04:00:00
118.9854186284703,25.25952160086873,105,287.0,2022-06-03 03:00:00
118.95949675781998,25.242220117264143,106,247.9,2022-06-03 02:00:00
118.93754282248518,25.21751600780444,107,144.6,2022-06-03 01:00:00
118.90641701627408,25.176847073665133,108,42.4,2022-06-03 00:00:00
118.87716795240556,25.136844423695447,109,35.1,2022-06-02 23:00:00
118.8544470018989,25.10590233904772,110,75.1,2022-06-02 22:00:00
118.8248086197938,25.076708541025617,111,25.9,2022-06-02 21:00:00
118.80631052361622,25.05363130387072,112,140.2,2022-06-02 20:00:00
118.80718909826044,25.046428828209315,113,140.3,2022-06-02 19:00:00
118.84227342003292,25.063143211966267,114,104.1,2022-06-02 18:00:00
118.90604452222316,25.10841348628317,115,294.5,2022-06-02 17:00:00
118.98875227873415,25.16621848066061,116,583.3,2022-06-02 16:00:00
119.12677366120214,25.26891798570495,117,346.8,2022-06-02 15:00:00
119.27115711467007,25.35916523137862,118,47.8,2022-06-02 14:00:00
119.38495389377265,25.405513573818144,119,774.3,2022-06-02 13:00:00
119.38943628323152,25.41897639848588,120,626.1,2022-06-02 12:00:00
121.52638888888887,25.062222222221468,0,66.9,2022-06-07 12:00:00
121.45539297829735,25.166125325147192,1,107.7,2022-06-07 11:00:00
121.36101802280332,25.233269991834597,2,151.3,2022-06-07 10:00:00
121.25021178383388,25.2812231339843,3,259.5,2022-06-07 09:00:00
121.11781116764068,25.352932404933448,4,286.1,2022-06-07 08:00:00
121.00666249401064,25.44038359858474,5,173.4,2022-06-07 07:00:00
120.92382635470152,25.50191306420104,6,140.4,2022-06-07 06:00:00
120.86709119485842,25.54327122034613,7,97.0,2022-06-07 05:00:00
120.8416802468628,25.57113381363573,8,70.2,2022-06-07 04:00:00
120.84864423449892,25.59884366729608,9,46.8,2022-06-07 03:00:00
120.8797491777804,25.63173924061446,10,23.2,2022-06-07 02:00:00
120.92101174792111,25.669612937132804,11,20.3,2022-06-07 01:00:00
120.9578254301169,25.710784518977448,12,64.4,2022-06-07 00:00:00
120.9822881400073,25.7508725028832,13,106.5,2022-06-06 23:00:00
120.99489926162268,25.791023809219716,14,137.8,2022-06-06 22:00:00
121.00086700829654,25.834610814666483,15,161.0,2022-06-06 21:00:00
121.00635077944268,25.885459848665796,16,181.1,2022-06-06 20:00:00
121.01304764833228,25.945103573454965,17,193.9,2022-06-06 19:00:00
121.02575562346502,26.00992866294586,18,239.0,2022-06-06 18:00:00
121.04871196887018,26.061454624442597,19,243.9,2022-06-06 17:00:00
121.08609998222929,26.08076421185229,20,265.6,2022-06-06 16:00:00
121.12827051324368,26.076647990893864,21,278.3,2022-06-06 15:00:00
121.16139199042448,26.050804650213003,22,262.1,2022-06-06 14:00:00
121.17513330846432,26.022719790053173,23,186.8,2022-06-06 13:00:00
121.14838503390403,26.09406425545379,24,44.2,2022-06-06 12:00:00
121.1108147939031,26.15706229098664,25,142.1,2022-06-06 11:00:00
121.07144136103588,26.21406538181772,26,260.3,2022-06-06 10:00:00
121.03646317363858,26.25691876465438,27,380.0,2022-06-06 09:00:00
121.00397581781628,26.27941224508544,28,463.3,2022-06-06 08:00:00
120.97437923429356,26.28389655799456,29,520.2,2022-06-06 07:00:00
120.94767860831632,26.27763451545494,30,545.6,2022-06-06 06:00:00
120.9248634554331,26.26853810279883,31,541.4,2022-06-06 05:00:00
120.91049838337716,26.26224426069265,32,522.6,2022-06-06 04:00:00
